中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,300 ms,29 Mbps,3809 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,37 ms,441 Mbps,56524 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,25 ms,416 Mbps,53350 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,67 ms,307 Mbps,39321 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,583 Mbps,74649 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,31 ms,32 Mbps,4148 kB/s
129.146.7.98,443,2a09:bac5:60ed:1173::1bd:b1,US,Los Angeles,隧道,64 ms,81 Mbps,10444 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,85 ms,32 Mbps,4168 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,85 ms,192 Mbps,24576 kB/s
138.3.254.39,443,138.3.254.39,242 Mbps,31027 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,236 Mbps,30208 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,74 ms,287 Mbps,36761 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,242 Mbps,31027 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,50 Mbps,6475 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,267 Mbps,34201 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,66 ms,328 Mbps,41984 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,Los Angeles,隧道,0 ms,29 Mbps,3769 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,348 Mbps,44544 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,49 ms,449 Mbps,57548 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,231 Mbps,29593 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,21 ms,100 Mbps,12800 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,311 Mbps,39833 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,161 ms,251 Mbps,32153 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,87 ms,96 Mbps,12390 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,86 ms,15 Mbps,1933 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,31 ms,580 Mbps,74240 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,244 Mbps,31334 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,73 ms,273 Mbps,35020 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,310 Mbps,39731 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,111 ms,41 Mbps,5279 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,178 Mbps,22835 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,123 ms,223 Mbps,28569 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,232 Mbps,29798 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,67 ms,304 Mbps,38912 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,71 ms,275 Mbps,35225 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,90 ms,26 Mbps,3444 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,89 ms,51 Mbps,6639 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,100 ms,103 Mbps,13209 kB/s
193.122.101.195,443,193.122.101.195,KR,Seoul,中转,193 ms,80 Mbps,10342 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,99 ms,46 Mbps,5942 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,197 ms,80 Mbps,10342 kB/s
129.151.244.9,443,129.151.244.9,FR,Paris,中转,103 ms,193 Mbps,24780 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,117 ms,140 Mbps,18022 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,66 ms,132 Mbps,16896 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,186 ms,67 Mbps,8615 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,141 ms,228 Mbps,29184 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,75 Mbps,9642 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,231 ms,68 Mbps,8796 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,188 ms,84 Mbps,10752 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,194 ms,36 Mbps,4626 kB/s
141.148.247.29,443,2606:f240:f00:5a42:0:e2c4:fba5:377b,US,Frankfurt,隧道,94 ms,146 Mbps,18739 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,193 ms,123 Mbps,15769 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,147 ms,28 Mbps,3604 kB/s
130.162.172.246,443,2606:f240:f00:46c4:0:2eb0:421c:359d,US,Frankfurt,隧道,94 ms,104 Mbps,13414 kB/s
152.70.95.142,443,152.70.95.142,KR,Seoul,中转,194 ms,69 Mbps,8903 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,206 ms,7 Mbps,1009 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,188 ms,23 Mbps,3043 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,210 ms,10 Mbps,1386 kB/s
