中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,106 ms,49 Mbps,6345 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,83 ms,4 Mbps,580 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,452 Mbps,57856 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,66 ms,496 Mbps,63488 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,25 ms,798 Mbps,102195 kB/s
129.146.46.164,443,129.146.46.164,US,308 Mbps,39424 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,24 ms,75 Mbps,9620 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,59 ms,357 Mbps,45772 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,59 ms,573 Mbps,73420 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,46 ms,501 Mbps,64204 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,26 ms,729 Mbps,93388 kB/s
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,54 ms,547 Mbps,70041 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:d3,US,Los Angeles,隧道,58 ms,75 Mbps,9669 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,48 Mbps,6192 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,196 Mbps,25088 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,57 ms,460 Mbps,58982 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,233 Mbps,29900 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,55 ms,431 Mbps,55193 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,406 Mbps,52019 kB/s
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,55 ms,467 Mbps,59801 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,218 Mbps,27955 kB/s
193.123.38.223,443,2a0b:21c0:1007:1c7:0:4e2d:bf43:ad16,DE,Frankfurt,隧道,138 ms,189 Mbps,24268 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,185 Mbps,23756 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,132 ms,180 Mbps,23142 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,110 ms,41 Mbps,5256 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,64 ms,51 Mbps,6621 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,119 ms,25 Mbps,3300 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,114 ms,43 Mbps,5535 kB/s
193.123.61.156,443,2a0b:21c0:100a:1b7:0:4587:2b05:2302,DE,Frankfurt,隧道,129 ms,164 Mbps,20992 kB/s
158.101.221.74,443,2a0b:21c0:1007:cb:0:159:cab9:c639,DE,Frankfurt,隧道,118 ms,211 Mbps,27033 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,50 Mbps,6486 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,125 ms,271 Mbps,34713 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,129 ms,49 Mbps,6340 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,144 Mbps,18432 kB/s
