中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,37 ms,46 Mbps,6013 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,595 Mbps,76185 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,77 ms,299 Mbps,38297 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,65 ms,29 Mbps,3829 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,108 ms,280 Mbps,35840 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,511 Mbps,65433 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,99 ms,39 Mbps,5081 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,48 Mbps,6195 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,15 ms,675 Mbps,86425 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,133 ms,284 Mbps,36454 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,84 ms,63 Mbps,8107 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,121 ms,24 Mbps,3144 kB/s
129.146.7.98,443,2a09:bac5:60ef:1846::26b:2f,81 Mbps,10444 kB/s
2a09:bac5:60ef:1846::26b:2f,,,隧道,0 ms,null Mbps,null kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,241 Mbps,30924 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,215 Mbps,27545 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,204 Mbps,26112 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,76 ms,277 Mbps,35532 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,252 Mbps,32256 kB/s
192.9.158.188,443,2a09:bac1:76c0:1cf0::1d2:30,US,San Jose,隧道,77 ms,160 Mbps,20480 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,209 Mbps,26828 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,66 ms,302 Mbps,38707 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,73 ms,269 Mbps,34508 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,150 ms,243 Mbps,31129 kB/s
35.197.23.75,443,35.230.48.200,US,Seattle,隧道,94 ms,272 Mbps,34918 kB/s
138.2.227.94,443,138.2.227.94,US,San Jose,中转,73 ms,44 Mbps,5734 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,335 Mbps,42905 kB/s
47.254.42.167,443,47.251.149.48,US,San Jose,隧道,106 ms,3 Mbps,435 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,235 Mbps,30105 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,81 ms,55 Mbps,7134 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,88 ms,92 Mbps,11776 kB/s
35.230.79.26,443,35.230.48.200,US,Seattle,隧道,73 ms,314 Mbps,40243 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,84 ms,38 Mbps,4990 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,118 Mbps,15155 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,150 Mbps,19251 kB/s
143.47.252.247,443,2a0b:21c0:1007:c9:0:e72:d2d5:98b,DE,Frankfurt,隧道,95 ms,206 Mbps,26419 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,89 ms,39 Mbps,5005 kB/s
193.123.39.5,443,2a0b:21c0:1007:1ca:0:8cbd:5418:8fe5,DE,Frankfurt,隧道,92 ms,164 Mbps,20992 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,90 ms,215 Mbps,27545 kB/s
144.22.252.124,443,144.22.252.124,BR,S
