中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,380 Mbps,48640 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,21 ms,65 Mbps,8421 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,15 ms,667 Mbps,85401 kB/s
35.197.23.75,443,35.212.224.237,US,Seattle,隧道,32 ms,840 Mbps,107520 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,451 Mbps,57753 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,3 ms,2040 Mbps,261120 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,31 ms,770 Mbps,98611 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,70 ms,296 Mbps,37990 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,30 ms,952 Mbps,121856 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,663 Mbps,84889 kB/s
35.230.79.26,443,35.212.224.237,US,Seattle,隧道,35 ms,777 Mbps,99532 kB/s
132.226.31.178,443,2a09:bac1:7680:e18::26b:7b,US,Los Angeles,隧道,19 ms,38 Mbps,4972 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::1bd:ea,US,Los Angeles,隧道,31 ms,75 Mbps,9710 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,4 ms,260 Mbps,33280 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,71 ms,344 Mbps,44032 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,38 ms,70 Mbps,8980 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,142 ms,132 Mbps,16998 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,86 ms,20 Mbps,2636 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,85 ms,23 Mbps,3042 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,130 ms,205 Mbps,26316 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,171 ms,108 Mbps,13824 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,171 ms,113 Mbps,14540 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,163 ms,38 Mbps,4990 kB/s
138.3.254.39,443,138.3.254.39,DE,96 Mbps,12288 kB/s
130.61.23.77,443,130.61.23.77,112 Mbps,14438 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,34 ms,452 Mbps,57856 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,189 ms,32 Mbps,4219 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,161 ms,136 Mbps,17408 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,69 ms,44 Mbps,5659 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,89 ms,35 Mbps,4554 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,199 ms,3 Mbps,402 kB/s
132.226.172.153,443,107.151.176.66,US,Los Angeles,隧道,186 ms,100 Mbps,12902 kB/s
8.222.79.51,443,8.216.92.214,JP,Tokyo,隧道,112 ms,11 Mbps,1495 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,145 ms,127 Mbps,16281 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,160 ms,38 Mbps,4976 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,128 Mbps,16384 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,187 ms,39 Mbps,4996 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,147 ms,101 Mbps,13004 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,189 ms,36 Mbps,4732 kB/s
146.56.42.167,443,146.56.42.167,KR,Seoul,中转,139 ms,51 Mbps,6554 kB/s
158.101.215.34,443,2a0b:21c0:1007:c9:0:ea3f:7f9f:d02f,DE,Frankfurt,隧道,176 ms,111 Mbps,14233 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,205 ms,92 Mbps,11878 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,181 ms,34 Mbps,4449 kB/s
146.56.142.169,443,107.151.176.66,US,Los Angeles,隧道,200 ms,112 Mbps,14336 kB/s
146.56.189.104,443,2607:a400:a:16b:0:fafd:a827:192b,US,Los Angeles,隧道,196 ms,100 Mbps,12902 kB/s
8.219.117.138,443,8.219.142.198,SG,Singapore,隧道,284 ms,14 Mbps,1836 kB/s
