中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,29 Mbps,3725 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,400 Mbps,51200 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,98 ms,65 Mbps,8436 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,71 ms,352 Mbps,45158 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,546 Mbps,69939 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,5 ms,816 Mbps,104448 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,90 ms,285 Mbps,36556 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,252 Mbps,32256 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,244 Mbps,31232 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,448 Mbps,57446 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,85 ms,360 Mbps,46182 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,71 ms,336 Mbps,43008 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,92 ms,347 Mbps,44441 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,251 Mbps,32153 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,282 Mbps,36147 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,345 Mbps,44236 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,100 ms,237 Mbps,30412 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,67 ms,28 Mbps,3657 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,93 ms,227 Mbps,29081 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,22 ms,124 Mbps,15974 kB/s
129.146.46.164,443,129.146.46.164,46 Mbps,5899 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,91 ms,45 Mbps,5784 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,70 ms,308 Mbps,39424 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,105 Mbps,13516 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,San Jose,隧道,86 ms,49 Mbps,6345 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,104 ms,26 Mbps,3332 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,142 ms,51 Mbps,6651 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,102 ms,47 Mbps,6035 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,50 Mbps,6430 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,83 ms,336 Mbps,43008 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,92 ms,296 Mbps,37990 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,91 ms,50 Mbps,6508 kB/s
168.138.149.17,443,168.138.149.17,BR,S
